position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
452,5479,2003,Iran,fertilizer - diamonium phosphate,Bandar Iman Khomeini,nan,Plant,,,30.45,49.083,,S,Razi Petrochemical Co. (National Petrochemical Co.),nan,nan,active,240.0,t / yr,,851
453,5480,2003,Iran,fertilizer - urea,Bandar Iman Khomeini,nan,Plant,,,30.45,49.083,,,Razi Petrochemical Co. (National Petrochemical Co.),nan,nan,active,660.0,t / yr,,851
454,5481,2003,Iran,fertilizer - urea,Khorasan,nan,Plant,,,37.127,56.803,,,Khorasan Petrochemical Co. (National Petrochemical Co.),nan,nan,active,495.0,t / yr,,851
455,5482,2003,Iran,fertilizer - urea,Shiraz,nan,Plant,,,29.615,52.538,,,Shiraz Petrochemical Co. (National Petrochemical Co.),nan,nan,active,543.0,t / yr,,851
456,5483,2003,Iran,fluorspar,"Delijan Region Mines, Delijan, Markazi",nan,Mine,,,35.317,51.65,,S,nan,nan,nan,active,6.0,t / yr,,851
457,5484,2003,Iran,fluorspar,Derasele deposit,nan,Mine,,,35.971,52.817,,S,nan,nan,nan,active,,t / yr,,851
458,5485,2003,Iran,fluorspar,"Emaft Mine, Zirab, Mazandaran",nan,Mine,,,36.171,52.981,,S,nan,nan,nan,active,3.0,t / yr,,851
459,5486,2003,Iran,fluorspar,"Helali Gonabad Mine,  Gonabad-Bajestan road",nan,Mine,,,36.561,59.291,,S,nan,nan,nan,active,2.0,t / yr,,851
460,5487,2003,Iran,fluorspar,"Jouimand Mine, Gonabad, Khorasan",nan,Mine,,,36.561,59.291,,S,nan,nan,nan,active,,t / yr,,851
461,5488,2003,Iran,fluorspar,"Kamar Mehdi Mine, Tabas",nan,Mine,,,33.588,56.922,,S,nan,nan,nan,active,20.0,t / yr,,851
462,5489,2003,Iran,fluorspar,"Kamarposht Mine, Zirab",nan,Mine,,,36.171,52.981,,S,nan,nan,nan,active,5.0,t / yr,,851
463,5490,2003,Iran,fluorspar,"Mahalat Mine, Mahalat, Markazi",nan,Mine,,,33.917,50.45,,S,nan,nan,nan,active,2.0,t / yr,,851
464,5491,2003,Iran,fluorspar,"Pachi Miyana Mine, Zirab",nan,Mine,,,36.171,52.981,,S,nan,nan,nan,active,2.0,t / yr,,851
465,5492,2003,Iran,gemstone - turquoise,Neyshabour Mine,nan,Mine,,,33.567,55.07,,,nan,nan,nan,active,6.0,kg / yr,,851
466,5493,2003,Iran,gypsum,"Aftar Mine, Semnan (Sharghe Hafdareh)",nan,Mine,,,36.475,56.525,,S,Private owner,nan,nan,active,130.0,t / yr,,851
467,5494,2003,Iran,gypsum,"Momenabad Mine, Semnan",nan,Mine,,,36.475,56.525,,S,Private owner,nan,nan,active,118.0,t / yr,,851
468,5495,2003,Iran,gypsum,"Saran 1 Mine, Tehran",nan,Mine,,,35.667,51.417,,S,Private owner,nan,nan,active,134.0,t / yr,,851
469,5496,2003,Iran,gypsum,"Saran 2 Mine, Tehran",nan,Mine,,,35.667,51.417,,S,Private owner,nan,nan,active,181.0,t / yr,,851
470,5497,2003,Iran,gypsum,"Semnan - Mazandran Mine, Semnan",nan,Mine,,,36.475,56.525,,S,Private owner,nan,nan,active,476.0,t / yr,,851
471,5498,2003,Iran,gypsum,"Zivan Mine, Semnan",nan,Mine,,,36.475,56.525,,S,Private owner,nan,nan,active,171.0,t / yr,,851
472,5499,2003,Iran,methanol,Bandar Iman,nan,Plant,,,26.697,55.087,,S,Fanavaran Petrochemical Co. (National Petrochemical Co.),nan,nan,active,,t / yr,,851
473,5500,2003,Iran,methanol,"Kharg Chemical Complex, Kharg Island",nan,Plant,,,29.217,50.317,,S,Kharg petrochemical Co. (National Petrochemical Co.),nan,nan,active,660.0,t / yr,,851
474,5501,2003,Iran,methanol,Shiraz,nan,Plant,,,29.615,52.538,,S,Shiraz Petrochemical Co. (National Petrochemical Co.),nan,nan,active,100.0,t / yr,,851
475,5502,2003,Iran,manganese,"Shahrestouak Mine, Qom",nan,Mine,,,34.645,50.881,,,Qom Manganese Mines Co.,nan,nan,active,3.0,t / yr,,851
476,5503,2003,Iran,manganese,"Venarch Manganese Mine, Qom",nan,Mine,,,34.645,50.881,,U,Iran Manganese Mines Co.,nan,nan,active,70.0,t / yr,,851
477,5504,2003,Iran,molybdenum,Sarcheshmeh Copper Complex,nan,Plant,,,30.089,55.416,,,National Iranian Copper Industries Co.,nan,nan,active,,t / yr,,851
478,5505,2003,Iran,lead,"Angouran Mine, Zanjan",nan,Mine,,,36.664,48.486,,,Iran Zinc Mine Development Co.,nan,nan,active,450.0,t / yr,,851
479,5506,2003,Iran,lead,"Emarat Mine, Markazy",nan,Mine,,,33.858,49.6,,,National Iranian Lead & Zinc Co.,nan,nan,active,,t / yr,,851
480,5507,2003,Iran,lead,"Irankouh Mine, Esfahan",nan,Mine,,,32.66,51.671,,,Bama Mining Co.,nan,nan,active,290.0,t / yr,,851
481,5508,2003,Iran,lead,"Kushk Mine, Yazd (Bafgh)",nan,Mine,,,31.605,55.403,,,National Iranian Lead & Zinc Co.,nan,nan,active,175.0,t / yr,,851
482,5509,2003,Iran,lead,"Markazy, Emarat Mine",nan,Mine,,,33.86,49.569,,,National Iranian Lead and Zinc Co.,nan,nan,active,,t / yr,,851
483,5510,2003,Iran,lead,"Nakhlak Mine, Anarak",nan,Mine,,,33.563,53.845,,,National Iranian Lead & Zinc Co.,nan,nan,active,25.0,t / yr,,851
484,5511,2003,Iran,lead,"Naklak, refinery",nan,Refinery,,,36.664,48.486,,,National Iranian Lead and Zinc Co.,nan,nan,active,,t / yr,,851
485,5512,2003,Iran,lead,"Ravanj Mine, Markazy",nan,Mine,,,34.142,50.767,,,National Iranian Lead & Zinc Co.,nan,nan,active,,t / yr,,851
486,5513,2003,Iran,lead,Tehran,nan,Refinery,,,35.672,51.424,,,National Iranian Lead and Zinc Co.,nan,nan,active,40.0,t / yr,,851
487,5514,2003,Iran,lead,"Zanjan, refinery",nan,Refinery,,,36.664,48.486,,,National Iranian Lead and Zinc Co.,nan,nan,active,40.0,t / yr,,851
488,5515,2003,Iran,lead,"Zanjan, smelter",nan,Smelter,,,36.664,48.486,,,National Iranian Lead and Zinc Co.,nan,nan,active,40.0,t / yr,,851
489,5516,2003,Iran,perlite,"Miyaneh Mine, Tabriz",nan,Mine,,,38.08,46.292,,S,Private owner,nan,nan,active,,t / yr,,851
490,5517,2003,Iran,perlite,"Shahriyar Mine, Tabriz",nan,Mine,,,38.08,46.292,,,Private owner,nan,nan,active,,t / yr,,851
491,5518,2003,Iran,phosphate rock,"Esfordi Mine, Yazd",nan,Mine,,,31.097,54.368,,,Phosphate Mines Development Co.,nan,nan,active,141.0,t / yr,,851
492,5519,2003,Iran,pozzolana,Keshavarz Mine (Shahin Dezh),nan,Mine,,,36.669,46.567,,S,Private owner,nan,nan,active,39.0,t / yr,,851
493,5520,2003,Iran,sulfur,Abadan,nan,Mine,,,30.352,48.296,,,National Oil Refining and Distribution Co.,nan,nan,active,,t / yr,,851
494,5521,2003,Iran,sulfur,Arak,nan,Mine,,,34.086,49.684,,,National Oil Refining and Distribution Co.,nan,nan,active,,t / yr,,851
495,5522,2003,Iran,sulfur,Bandar Abbas,nan,Mine,,,27.186,56.277,,,National Oil Refining and Distribution Co.,nan,nan,active,,t / yr,,851
496,5523,2003,Iran,sulfur,Isfahan,nan,Mine,,,32.66,51.671,,,National Oil Refining and Distribution Co.,nan,nan,active,,t / yr,,851
497,5524,2003,Iran,sulfur,"Kharg Chemical Complex, Kharg Island",nan,Plant,,,29.217,50.317,,,National Petrochemical Co.,nan,nan,active,216.0,t / yr,,851
498,5525,2003,Iran,sulfur,Tehran,nan,Mine,,,35.672,51.424,,,National Oil Refining and Distribution Co.,nan,nan,active,,t / yr,,851
499,5526,2003,Iran,salt - rock,"Khohdasht Kohan Mine, Semnan",nan,Mine,,,36.475,56.525,,U,Private owner,nan,nan,active,95.0,t / yr,,851
500,5527,2003,Iran,salt - rock,Kudasht,nan,Mine,,,35.1,52.8,,U,Private owner,nan,nan,active,1.0,t / yr,,851
501,5528,2003,Iran,salt - rock,"Melhe Mine, Semnan (Melli)",nan,Mine,,,35.375,53.717,,U,Private owner,nan,nan,active,116.0,t / yr,,851
502,5529,2003,Iran,salt - rock,"Qaem Mine, Gamsar, Semnan",nan,Mine,,,35.13,52.6,,U,Private owner,nan,nan,active,37.0,t / yr,,851
503,5530,2003,Iran,salt - rock,"Salar Mine, Semnan",nan,Mine,,,31.417,56.511,,U,Private owner,nan,nan,active,54.0,t / yr,,851
504,5531,2003,Iran,salt - solar,"Bandar Iman Khomeini operation, Khouzestan",nan,Plant,,,26.603,54.511,,S,Bandar Imam Petrochemical Co. (National Petrochemical Co.),nan,nan,active,400.0,t / yr,,851
505,5532,2003,Iran,salt - solar,"Gavehkoni Mine, Esfahan (Gav Khuni)",nan,Plant,,,32.35,52.817,,S,Private owner,nan,nan,active,42.0,t / yr,,851
506,5533,2003,Iran,salt - solar,"Maharlo Shiraz facility, Fars",nan,Plant,,,29.533,52.583,,S,Shiraz Petrochemical Co. (National Petrochemical Co.),nan,nan,active,352.0,t / yr,,851
507,5534,2003,Iran,steel,Ahwaz,nan,Plant,,,31.329,48.691,,,Iran national Steel Industrial Group (Nisco),nan,nan,active,,t / yr,,851
508,5535,2003,Iran,steel,Ahwaz,nan,Plant,,,31.329,48.691,,,Khuzestan Steel Co. (Nisco),nan,nan,active,,t / yr,,851
509,5536,2003,Iran,steel,Esfahan,nan,Plant,,,33.53,51.904,,,Isfahan Steel Co. (Nisco),nan,nan,active,,t / yr,,851
510,5537,2003,Iran,steel,Esfahan,nan,Plant,,,33.53,51.904,,,Mobarekeh Steel Co. (Nisco),nan,nan,active,,t / yr,,851
511,5538,2003,Iran,steel,Neyshabur,nan,Plant,,,36.21,58.799,,,Khorasan Steel Co. (Nisco),nan,nan,active,600.0,t / yr,,851
512,5539,2003,Iran,steel,Yazd,nan,Plant,,,31.097,54.368,,,"Iran Alloy Steel Co. (Nisco, 63%)",nan,nan,active,250.0,t / yr,,851
513,5540,2003,Iran,steel - rolling,Ahwaz,nan,Mill,,,31.329,48.691,,,Ahwaz Rolling and Profile Mills Co.,nan,nan,active,600.0,t / yr,,851
514,5541,2003,Iran,steel - rolling,Ahwaz,nan,Mill,,,36.329,48.691,,,Ahwaz Rolling and Profile Mills Co.,nan,nan,active,80.0,t / yr,,851
515,5542,2003,Iran,steel - rolling,Ahwaz,nan,Mill,,,31.329,48.691,,,Khuzestan Steel Co (Nisco),nan,nan,active,540.0,t / yr,,851
516,5543,2003,Iran,steel - rolling,East Azarbaijan,nan,Mill,,,37.533,46.65,,,Mianeh Steel Plant,nan,nan,active,550.0,t / yr,,851
517,5544,2003,Iran,steel - rolling,Esfahan,nan,Mill,,,33.53,51.904,,,Esfahan Steel Co. (Nisco),nan,nan,active,550.0,t / yr,,851
518,5545,2003,Iran,steel - rolling,Esfahan,nan,Mill,,,33.53,51.904,,,Iran Spiral Co.,nan,nan,active,120.0,t / yr,,851
519,5546,2003,Iran,steel - rolling,Esfahan,nan,Mill,,,33.53,51.904,,,Isfahan Steel Co. (Nisco),nan,nan,active,120.0,t / yr,,851
520,5547,2003,Iran,steel - rolling,Esfahan,nan,Mill,,,33.622,58.604,,,Mobarekeh Steel Co. (Nisco),nan,nan,active,,t / yr,,851
521,5548,2003,Iran,steel - rolling,Esfahan,nan,Mill,,,33.53,51.904,,,Mobarekeh Steel Co. (Nisco),nan,nan,active,875.0,t / yr,,851
522,5549,2003,Iran,steel - rolling,Esfahan,nan,Mill,,,33.622,53.204,,,Sepahan Industrial Group Co.,nan,nan,active,120.0,t / yr,,851
523,5550,2003,Iran,steel - rolling,Esfahan - light sections,nan,Mill,,,33.53,51.904,,,Isfahan Steel Co. (Nisco),nan,nan,active,700.0,t / yr,,851
524,5551,2003,Iran,steel - rolling,Esfahan - medium sections,nan,Mill,,,33.53,51.904,,,Isfahan Steel Co. (Nisco),nan,nan,active,700.0,t / yr,,851
525,5552,2003,Iran,steel - rolling,Kaavian..,nan,Mill,,,31.667,47.967,,,Kaavian Steel Co. (Nisco),nan,nan,active,800.0,t / yr,,851
526,5553,2003,Iran,steel - rolling,Kerman,nan,Mill,,,30.294,57.084,,,Kerman Steel Co.,nan,nan,active,150.0,t / yr,,851
527,5554,2003,Iran,steel - rolling,Khorasan,nan,Mill,,,37.127,56.803,,,Khorasan Steel Co. (Nisco),nan,nan,active,550.0,t / yr,,851
528,5555,2003,Iran,steel - rolling,Saveh,nan,Mill,,,35.094,50.373,,,Kalup Co.,nan,nan,active,60.0,t / yr,,851
529,5556,2003,Iran,steel - rolling,Saveh,nan,Mill,,,35.094,50.373,,,Saveh Rolling and Profile Mills Co.,nan,nan,active,805.0,t / yr,,851
530,5557,2003,Iran,steel - rolling,Yazd,nan,Mill,,,31.097,54.368,,,"Iran Alloy Steel Co. (Nisco, 63%)",nan,nan,active,210.0,t / yr,,851
531,5558,2003,Iran,steel - rolling,Yazd,nan,Mill,,,31.097,54.368,,,"Iran Alloy Steel Co. (Nisco, 63%)",nan,nan,active,145.0,t / yr,,851
532,5559,2003,Iran,stone - granite,"Gasaban Mine, Hamedan",nan,Mine,,,34.868,48.552,,,Sepahan Industrial Group Co.,nan,nan,active,800.0,t / yr,,851
533,5560,2003,Iran,stone - granite,Stone processing factories at Ghorveh and Tehran,nan,Plant,,,36.053,49.387,,,Saeid Granite Co.,nan,nan,active,,t / yr,,851
534,5561,2003,Iran,stone - granite,"Tavandasht Mine, Lorestan (Tavandasht-e)",nan,Mine,,,33.731,49.066,,,Private owner,nan,nan,active,,t / yr,,851
535,5562,2003,Iran,stone - limestone,"Asmari Mine, Khouzestan (Masjed Soleyman)",nan,Mine,,,31.936,49.304,,,Private owner,nan,nan,active,,t / yr,,851
536,5563,2003,Iran,stone - limestone,"Bibisharhbani Mine, Tehran",nan,Mine,,,35.672,51.424,,,Private owner,nan,nan,active,,t / yr,,851
537,5564,2003,Iran,stone - limestone,"Chelleh Kaneh Mine, Tabriz",nan,Mine,,,38.08,46.292,,,Private owner,nan,nan,active,,t / yr,,851
538,5565,2003,Iran,stone - limestone,"Chenareh Mine, Khoramshahr City",nan,Mine,,,30.439,48.179,,,Private owner,nan,nan,active,300.0,t / yr,,851
539,5566,2003,Iran,stone - limestone,Doroud Mine,nan,Mine,,,33.486,49.064,,,Private owner,nan,nan,active,830.0,t / yr,,851
540,5567,2003,Iran,stone - limestone,"Shiraz Mine, Fars",nan,Mine,,,29.615,52.538,,,Private owner,nan,nan,active,720.0,t / yr,,851
541,5568,2003,Iran,stone - marble,"Aligodare Mine, Lorestan (Aligoodarz?)",nan,Mine,,,33.384,49.696,,,Private owner,nan,nan,active,270.0,t / yr,,851
542,5569,2003,Iran,stone - marble,"Asgaran Mine , Lorestan (Aligudarz)",nan,Mine,,,33.384,49.696,,,Private owner,nan,nan,active,320.0,t / yr,,851
543,5570,2003,Iran,stone - marble,"Chahsavar South Nyriz Mine, Fars (Niriz, Neyriz)",nan,Mine,,,29.199,54.326,,,Private owner,nan,nan,active,600.0,t / yr,,851
544,5571,2003,Iran,stone - marble,Darbehchah Minesm Lorestan (Darb-e Chah),nan,Mine,,,33.562,48.096,,,Private owner,nan,nan,active,119.0,t / yr,,851
545,5572,2003,Iran,stone - marble,"Doroud Mine, Lorestan",nan,Mine,,,33.486,49.064,,,Private owner,nan,nan,active,9.0,t / yr,,851
546,5573,2003,Iran,stone - marble,"Falard Mine, Shahrekord",nan,Mine,,,32.326,50.864,,,Private owner,nan,nan,active,21.0,t / yr,,851
547,5574,2003,Iran,stone - marble,"Gohareh Mine, Kermanshah",nan,Mine,,,34.314,47.065,,,Private owner,nan,nan,active,8.0,t / yr,,851
548,5575,2003,Iran,stone - marble,"Lashtar Mine, Esfahan",nan,Mine,,,32.41,51.78,,,Private owner,nan,nan,active,445.0,t / yr,,851
549,5576,2003,Iran,stone - marble,"Sirjan Mine, Kerman",nan,Mine,,,29.75,55.425,,,Private owner,nan,nan,active,20.0,t / yr,,851
550,5577,2003,Iran,stone - Onyx,"Borg Mine, Yazd",nan,Mine,,,31.605,55.403,,,Private owner,nan,nan,active,5.0,t / yr,,851
551,5578,2003,Iran,stone - travertine,"Alvan Varton Mine, Esfahan",nan,Mine,,,32.66,51.671,,,Private owner,nan,nan,active,10.0,t / yr,,851
552,5579,2003,Iran,stone - travertine,"Colvanag 1 Mine, Tabriz",nan,Mine,,,38.08,46.292,,,Private owner,nan,nan,active,10.0,t / yr,,851
553,5580,2003,Iran,stone - travertine,"Colvanag 2 Mine, Tabriz",nan,Mine,,,38.08,46.292,,,Private owner,nan,nan,active,8.0,t / yr,,851
554,5581,2003,Iran,stone - travertine,"Hajiabad Mine, Arak",nan,Mine,,,34.086,49.684,,,Private owner,nan,nan,active,118.0,t / yr,,851
555,5582,2003,Iran,stone - travertine,"Nadinlou Mine (Azarshahr), Tabriz",nan,Mine,,,35.632,61.243,,,Private owner,nan,nan,active,10.0,t / yr,,851
556,5583,2003,Iran,stone - travertine,"Sardarabad Mine, Tabriz",nan,Mine,,,35.632,61.243,,,Private owner,nan,nan,active,10.0,t / yr,,851
557,5584,2003,Iran,stone - travertine,"Targ Mine (Natanz), Esfahan",nan,Mine,,,33.53,51.904,,,Private owner,nan,nan,active,22.0,t / yr,,851
558,5585,2003,Iran,stone - travertine,"Vargoran Targ Mine (Natanz), Esfahan)",nan,Mine,,,33.53,51.904,,,Private owner,nan,nan,active,19.0,t / yr,,851
559,5586,2003,Iran,talc,"Deh Haji Mine, Lorestan",nan,Mine,,,33.575,49.333,,S,Private owner,nan,nan,active,10.0,t / yr,,851
560,5587,2003,Iran,zeolite,"Abeh Garm, Semnan (Abe - Garm)",nan,Mine,,,35.55,53.683,,,Private owner,nan,nan,active,6.0,t / yr,,851
561,5588,2003,Iran,zeolite,"Aftar Mine, Semnan (Sharghe Hafdareh)",nan,Mine,,,35.37,53.8,,,Private owner,nan,nan,active,10.0,t / yr,,851
562,5589,2003,Iran,zeolite,"Amir Abad Mine, Tabriz",nan,Mine,,,38.08,46.292,,,Private owner,nan,nan,active,8.0,t / yr,,851
563,5590,2003,Iran,zeolite,"Mjyaneh Mine, Tabriz (Miyaneh)",nan,Mine,,,37.4,47.717,,,Private owner,nan,nan,active,10.0,t / yr,,851
564,5591,2003,Iran,zinc - concentrate,Alam Candy Mine,nan,Mine,,,32.517,59.333,,S,Calcimine Co.,nan,nan,active,,t / yr,,851
565,5592,2003,Iran,zinc - concentrate,"Dandi Calcination plant , Zanjan",nan,Plant,,,36.664,48.486,,S,Bafgh Mining Co,nan,nan,active,25.0,t / yr,,851
566,5593,2003,Iran,zinc - concentrate,"Dandi Calcination plant , Zanjan",nan,Plant,,,36.664,48.486,,S,Iran Zinc Mine Development Co.,nan,nan,active,50.0,t / yr,,851
567,5594,2003,Iran,zinc - concentrate,Khoramshar plant (Khorramshahr),nan,Plant,,,30.439,48.179,,S,Calcimine Co.,nan,nan,active,4.0,t / yr,,851
568,5595,2003,Iran,zinc  - metal,"Bafgh, Yazd Province",nan,Smelter,,,31.897,54.368,,,Bafgh Zinc Smelting Co.,nan,nan,active,28.0,t / yr,,851
569,5596,2003,Iran,zinc  - metal,Esfahan Province,nan,Mine,,,32.66,51.671,,,Isfahan Zinc Smelting Co.,nan,nan,active,5.0,t / yr,,851
570,5597,2003,Iran,zinc  - metal,Hormozgan Province,nan,Smelter,,,27.186,56.277,,,Bandar Abbas Zinc Smelting Co.,nan,nan,active,12.0,t / yr,,851
571,5598,2003,Iran,zinc  - metal,"Qeshm Island, Hormozgan Province",nan,Mine,,,26.964,56.274,,,Qeshm Zinc Melting Co. (Calcimine Co.),nan,nan,active,5.0,t / yr,,851
572,5599,2003,Iran,zinc  - metal,Semnan Province,nan,Mine,,,35.517,54.933,,,Negin Rooy,nan,nan,active,2.0,t / yr,,851
573,5600,2003,Iran,zinc  - metal,"Smelter at Angouran Mine, Zanjan Province",nan,Smelter,,,36.664,48.486,,,Angoran Zinc Melting Co. (Calcimine Co.),nan,nan,active,12.0,t / yr,,851
574,5601,2003,Iran,zinc  - metal,Tehran Province,nan,Mine,,,35.672,51.424,,,Kavosh Kar Madan,nan,nan,active,3.0,t / yr,,851
575,5602,2003,Iran,zinc  - metal,Zanjan Province,nan,Smelter,,,36.664,48.486,,,Faravari Mavad Madani Iran,nan,nan,active,10.0,t / yr,,851
576,5603,2003,Iran,zinc  - metal,Zanjan Province,nan,Mine,,,36.664,48.486,,,Iran Rooy Gostar,nan,nan,active,3.0,t / yr,,851
577,5604,2003,Iran,zinc - ore,Ahangaran Mine,nan,Mine,,,35.147,49.209,,S,National Iranian Lead & Zinc Co.,nan,nan,active,,t / yr,,851
578,5605,2003,Iran,zinc - ore,"Angouran Mine, Zanjan",nan,Mine,,,36.664,48.486,,S,Iran Zinc Mine Development Co.,nan,nan,active,450.0,t / yr,,851
579,5606,2003,Iran,zinc - ore,"Emarat Mine, Markazy Province",nan,Mine,,,33.858,49.6,,S,Shahin Mining and Industrial Co.,nan,nan,active,10.0,t / yr,,851
580,5607,2003,Iran,zinc - ore,"Kushk Mine, Yazd Province",nan,Mine,,,31.605,55.403,,S,National Iranian Lead & Zinc Co.,nan,nan,active,175.0,t / yr,,851
581,5608,2003,Iraq,aluminum,Aluminum remelt facility at Al Nassiriya,nan,Smelter,,,31.054,46.259,,S,Ur State Establishment (Government),nan,nan,active,,t / yr,,851
582,5609,2003,Iraq,cement,Al Qaim,nan,Plant,,,34.367,41.117,,,Iraqi Cement State Enterprise (Government),nan,nan,active,,t / yr,,851
583,5610,2003,Iraq,cement,Baghdad,nan,Plant,,,33.339,44.394,,,Iraqi Cement State Enterprise (Government),nan,nan,active,,t / yr,,851
584,5611,2003,Iraq,cement,Fallujah II (white cement),nan,Plant,,,33.356,43.783,,,Iraqi Cement State Enterprise (Government),nan,nan,active,,t / yr,,851
585,5612,2003,Iraq,cement,Hammam al'Alil I and II,nan,Plant,,,36.166,43.256,,,State Establishment for Building Materials - Mosul (Government),nan,nan,active,,t / yr,,851
586,5613,2003,Iraq,cement,Hindiyah Barrage,nan,Plant,,,32.543,44.223,,,Iraqi Cement State Enterprise (Government),nan,nan,active,,t / yr,,851
587,5614,2003,Iraq,cement,Kerbala,nan,Plant,,,32.598,44.016,,,Iraqi Cement State Enterprise (Government),nan,nan,active,,t / yr,,851
588,5615,2003,Iraq,cement,Kubaisa,nan,Plant,,,33.592,42.617,,,Iraqi Cement State Enterprise (Government),nan,nan,active,,t / yr,,851
589,5616,2003,Iraq,cement,Kufa I and II plants,nan,Plant,,,32.032,44.393,,,Iraqi Cement State Enterprise (Government),nan,nan,active,,t / yr,,851
590,5617,2003,Iraq,cement,"Samawah I and II plants, Samawah",nan,Plant,,,31.3,45.267,,,Southern Cement Enterprise (Government),nan,nan,active,,t / yr,,851
591,5618,2003,Iraq,cement,"Sarchinar plant, Sulaymaniyah",nan,Plant,,,35.591,43.783,,,Sarchinar State Cement Enterprise (Government),nan,nan,active,,t / yr,,851
592,5619,2003,Iraq,cement,Sinjar,nan,Plant,,,36.11,41.32,,,State Establishment for Building Materials - Mosul (Government),nan,nan,active,,t / yr,,851
593,5620,2003,Iraq,iron - direct reduced,Midrex direct reduced iron plant at Khor al Zubair,nan,Plant,,,30.183,47.9,,S,State Enterprise for Iron and Steel Industries (Government),nan,nan,active,,t / yr,,851
594,5621,2003,Iraq,fertilizer - ammonia,Ammonia plant at Basra.,nan,Plant,,,30.494,47.819,,S,General Fertlizers Industries Co. (Government),nan,nan,active,300.0,t / yr,,851
595,5622,2003,Iraq,fertilizer,Nitrogenous fertilizer plant at Khor al Zubair,nan,Plant,,,30.183,47.9,,,General Fertlizers Industries Co. (Government),nan,nan,active,,t / yr,,851
596,5623,2003,Iraq,fertilizer,Phosphatic fertilizer plant at Al-Qaim,nan,Plant,,,34.367,41.117,,S,General Fertlizers Industries Co. (Government),nan,nan,active,130.0,t / yr,,851
597,5624,2003,Iraq,fertilizer - urea,Urea plant at Basra.,nan,Plant,,,30.494,47.819,,S,General Fertlizers Industries Co. (Government),nan,nan,active,400.0,t / yr,,851
598,5625,2003,Iraq,lead,Secondary lead smelter at Fallujah,nan,Smelter,,,33.356,43.783,,,nan,nan,nan,active,,t / yr,,851
599,5626,2003,Iraq,phosphate rock,Akashat.,nan,Mine,,,33.25,40.583,,,State Enterprise for Phosphate (Government),nan,nan,active,,t / yr,,851
600,5627,2003,Iraq,sulfur,Mishraq,nan,Mine,,,35.967,43.3,,,Mishraq Sulphur State Enterprise (Government),nan,nan,active,,t / yr,,851
601,5628,2003,Iraq,steel,Khor al Zubair,nan,Plant,,,30.183,47.9,,,State Enterprise for Iron and Steel Industries (Government),nan,nan,active,,t / yr,,851
602,5629,2003,Israel,bromine,Sdom,nan,Plant,,,31.072,35.4,,,"Dead Sea Bromine Group (DSBG) (Israel Chemicals Ltd. (ICL), 100%)",nan,nan,active,250.0,t / yr,,851
603,5630,2003,Israel,cement,Haifa,nan,Plant,,,32.816,34.989,,,Nesher Israel Cement Enterprises Ltd.,nan,nan,active,450.0,t / yr,,851
604,5631,2003,Israel,cement,Har Tuv,nan,Plant,,,31.767,35.0,,,Nesher Israel Cement Enterprises Ltd.,nan,nan,active,700.0,t / yr,,851
605,5632,2003,Israel,cement,Ramla,nan,Plant,,,31.925,34.867,,,Nesher Israel Cement Enterprises Ltd.,nan,nan,active,,t / yr,,851
606,5633,2003,Israel,magnesia,Mishor Rotem,nan,Plant,,,32.816,34.989,,S,"Dead Sea Periclase Ltd. (DSP) (ICL, 100%)",nan,nan,active,95.0,t / yr,,851
607,5634,2003,Israel,magnesia,Mishor Rotem,nan,Plant,,,32.333,35.517,,S,Tateho Dead Sea Fused Magnesia Co.,nan,nan,active,13.0,t / yr,,851
608,5635,2003,Israel,magnesium,Sdom,nan,Plant,,,31.072,35.4,,S,"Dead Sea Magnesium Ltd. (ICL, 65%; Volkswagen AG of Germany, 35%)",nan,nan,active,35.0,t / yr,,851
609,5636,2003,Israel,lead - refined secondary,Ashdod,nan,Plant,,,31.817,34.65,,,Harkunas Lead Works,nan,nan,active,25.0,t / yr,,851
610,5637,2003,Israel,petroleum products,Ashdod,nan,Plant,,,31.817,34.65,,,Oil Refineries Ltd.,nan,nan,active,40.0,thousand 42 gallon barrels / yr,,851
611,5638,2003,Israel,petroleum products,Haifa,nan,Plant,,,32.816,34.989,,,Oil Refineries Ltd.,nan,nan,active,33.0,thousand 42 gallon barrels / yr,,851
612,5639,2003,Israel,phosphate,Haifa,nan,Plant,,,32.816,34.989,,S,Haifa Chemicals Ltd.,nan,nan,active,,t / yr,,851
613,5640,2003,Israel,phosphate,Rotem,nan,Plant,,,32.333,35.517,,S,"Rotem Amfert Negev Ltd. (ICL, 100%)",nan,nan,active,,t / yr,,851
614,5641,2003,Israel,phosphate rock,Arad,nan,Plant,,,31.25,35.217,,S,"Rotem Amfert Negev Ltd. (ICL, 100%)",nan,nan,active,610.0,t / yr,,851
615,5642,2003,Israel,phosphate rock,Oron,nan,Plant,,,30.94,35.035,,S,"Rotem Amfert Negev Ltd. (ICL, 100%)",nan,nan,active,610.0,t / yr,,851
616,5643,2003,Israel,phosphate rock,Zin,nan,Plant,,,30.817,34.95,,S,"Rotem Amfert Negev Ltd. (ICL, 100%)",nan,nan,active,610.0,t / yr,,851
617,5644,2003,Israel,phosphoric acid,Haifa,nan,Plant,,,32.816,34.989,,S,Haifa Chemicals Ltd.,nan,nan,active,,t / yr,,851
